cod_curso,curso,seccion_key,horarios
CS342,COMPILADORES,3.01,"[{""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 11:00 - 13:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA L208(24)"", ""Vacantes"": 24, ""Matriculados"": 15, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Sab. 11:00 - 13:00"", ""Dia"": ""Sab"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M601(30)"", ""Vacantes"": 24, ""Matriculados"": 15, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""TEORÍA 3"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 11:00 - 13:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M603(30)"", ""Vacantes"": 24, ""Matriculados"": 15, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}]"
CS261,COMPUTACION GRAFICA,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 18:00 - 20:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA L507"", ""Vacantes"": 22, ""Matriculados"": 19, ""Docente"": ""Marini Monsante, Piero "", ""Correo"": ""pmarini@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 18:00 - 20:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA L507"", ""Vacantes"": 22, ""Matriculados"": 19, ""Docente"": ""Marini Monsante, Piero "", ""Correo"": ""pmarini@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 10:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""10:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A906(44)"", ""Vacantes"": 44, ""Matriculados"": 34, ""Docente"": ""Biagioli, Eric Javier "", ""Correo"": ""ebiagioli@utec.edu.pe""}]"
CS261,COMPUTACION GRAFICA,1.02,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 20:00 - 22:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA L507"", ""Vacantes"": 22, ""Matriculados"": 15, ""Docente"": ""Marini Monsante, Piero "", ""Correo"": ""pmarini@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 20:00 - 22:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA L507"", ""Vacantes"": 22, ""Matriculados"": 15, ""Docente"": ""Marini Monsante, Piero "", ""Correo"": ""pmarini@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 10:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""10:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A906(44)"", ""Vacantes"": 44, ""Matriculados"": 34, ""Docente"": ""Biagioli, Eric Javier "", ""Correo"": ""ebiagioli@utec.edu.pe""}]"
CS3P1,COMPUTACION PARALELA Y DISTRIBUIDA,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 16:00 - 18:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 30, ""Matriculados"": 25, ""Docente"": ""Fiestas Iquira, Jose Antonio"", ""Correo"": ""jfiestas@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 16:00 - 18:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M301(30)"", ""Vacantes"": 30, ""Matriculados"": 25, ""Docente"": ""Fiestas Iquira, Jose Antonio"", ""Correo"": ""jfiestas@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 16:00 - 18:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A905(44)"", ""Vacantes"": 43, ""Matriculados"": 25, ""Docente"": ""Fiestas Iquira, Jose Antonio"", ""Correo"": ""jfiestas@utec.edu.pe""}]"
CS3P1,COMPUTACION PARALELA Y DISTRIBUIDA,2.01,"[{""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 11:00 - 13:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M804(45)"", ""Vacantes"": 44, ""Matriculados"": 34, ""Docente"": ""Fiestas Iquira, Jose Antonio"", ""Correo"": ""jfiestas@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 14:00 - 16:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M802(45)"", ""Vacantes"": 44, ""Matriculados"": 34, ""Docente"": ""Fiestas Iquira, Jose Antonio"", ""Correo"": ""jfiestas@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""TEORÍA 2"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 11:00 - 13:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A706(44)"", ""Vacantes"": 44, ""Matriculados"": 34, ""Docente"": ""Fiestas Iquira, Jose Antonio"", ""Correo"": ""jfiestas@utec.edu.pe""}]"
MA101,MATEMATICA II,1.01,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 07:00 - 09:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A706(44)"", ""Vacantes"": 44, ""Matriculados"": 44, ""Docente"": ""Reynoso Quispe, Patricia "", ""Correo"": ""preynoso@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA VIRTUAL 1"", ""Modalidad"": ""Sincronico"", ""Horario"": ""Lun. 11:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA Virtual 100"", ""Vacantes"": 267, ""Matriculados"": 267, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}]"
MA101,MATEMATICA II,1.02,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 07:00 - 09:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A804(45)"", ""Vacantes"": 45, ""Matriculados"": 45, ""Docente"": ""Navarro Flores, Cristina  "", ""Correo"": ""cnavarro@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA VIRTUAL 1"", ""Modalidad"": ""Sincronico"", ""Horario"": ""Lun. 11:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA Virtual 100"", ""Vacantes"": 267, ""Matriculados"": 267, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}]"
MA101,MATEMATICA II,1.03,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.03"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 09:00 - 11:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""09:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A905(44)"", ""Vacantes"": 44, ""Matriculados"": 44, ""Docente"": ""Reynoso Quispe, Patricia "", ""Correo"": ""preynoso@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA VIRTUAL 1"", ""Modalidad"": ""Sincronico"", ""Horario"": ""Lun. 11:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA Virtual 100"", ""Vacantes"": 267, ""Matriculados"": 267, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}]"
MA101,MATEMATICA II,1.04,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.04"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 11:00 - 13:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A905(44)"", ""Vacantes"": 44, ""Matriculados"": 44, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA VIRTUAL 1"", ""Modalidad"": ""Sincronico"", ""Horario"": ""Lun. 11:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA Virtual 100"", ""Vacantes"": 267, ""Matriculados"": 267, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}]"
MA101,MATEMATICA II,1.05,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.05"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 09:00 - 11:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""09:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A801(45)"", ""Vacantes"": 45, ""Matriculados"": 45, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA VIRTUAL 1"", ""Modalidad"": ""Sincronico"", ""Horario"": ""Lun. 11:00 - 12:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA Virtual 100"", ""Vacantes"": 267, ""Matriculados"": 267, ""Docente"": ""Sanchez Romero, José Renato "", ""Correo"": ""jsanchezr@utec.edu.pe""}]"
MA100,MATEMATICA I,1.01,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 09:00 - 11:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""09:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A702(44)"", ""Vacantes"": 40, ""Matriculados"": 40, ""Docente"": ""Cuyubamba Espinoza, Marco Antonio "", ""Correo"": ""mcuyubamba@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 200, ""Matriculados"": 162, ""Docente"": ""Chavez Pacheco, Xyoby "", ""Correo"": ""xchavez@utec.edu.pe""}]"
MA100,MATEMATICA I,1.02,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 11:00 - 13:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A703(44)"", ""Vacantes"": 40, ""Matriculados"": 31, ""Docente"": ""Chavez Pacheco, Xyoby "", ""Correo"": ""xchavez@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 200, ""Matriculados"": 162, ""Docente"": ""Chavez Pacheco, Xyoby "", ""Correo"": ""xchavez@utec.edu.pe""}]"
MA100,MATEMATICA I,1.03,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.03"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 14:00 - 16:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A701(44)"", ""Vacantes"": 40, ""Matriculados"": 32, ""Docente"": ""Olivera Oliva, Davy Alonso"", ""Correo"": ""volivera@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 200, ""Matriculados"": 162, ""Docente"": ""Chavez Pacheco, Xyoby "", ""Correo"": ""xchavez@utec.edu.pe""}]"
MA100,MATEMATICA I,1.04,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.04"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 14:00 - 16:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A701(44)"", ""Vacantes"": 40, ""Matriculados"": 33, ""Docente"": ""Rojas Huamán, Cristian Felix "", ""Correo"": ""crojas@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 200, ""Matriculados"": 162, ""Docente"": ""Chavez Pacheco, Xyoby "", ""Correo"": ""xchavez@utec.edu.pe""}]"
MA100,MATEMATICA I,1.05,"[{""Seccion"": 1, ""Grupo"": ""TEORÍA 1.05"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 11:00 - 13:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A704(44)"", ""Vacantes"": 40, ""Matriculados"": 26, ""Docente"": ""Mendoza Flores, Miguel Alberto "", ""Correo"": ""mmendozaf@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 200, ""Matriculados"": 162, ""Docente"": ""Chavez Pacheco, Xyoby "", ""Correo"": ""xchavez@utec.edu.pe""}]"
CS231,DESARROLLO BASADO EN PLATAFORMAS,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 07:00 - 09:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M802(45)"", ""Vacantes"": 45, ""Matriculados"": 26, ""Docente"": ""REVILLA LECCA, MATEO "", ""Correo"": ""mrevilla@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 07:00 - 09:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M801(45)"", ""Vacantes"": 45, ""Matriculados"": 26, ""Docente"": ""REVILLA LECCA, MATEO "", ""Correo"": ""mrevilla@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 18:00 - 20:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 150, ""Matriculados"": 128, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}]"
CS231,DESARROLLO BASADO EN PLATAFORMAS,1.02,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 20:00 - 22:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M801(45)"", ""Vacantes"": 45, ""Matriculados"": 42, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 20:00 - 22:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M804(45)"", ""Vacantes"": 45, ""Matriculados"": 42, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 18:00 - 20:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 150, ""Matriculados"": 128, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}]"
CS231,DESARROLLO BASADO EN PLATAFORMAS,1.03,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.03"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 18:00 - 20:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M601(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""RUIZ KUAN, KAT LIM "", ""Correo"": ""kruiz@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.03"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 18:00 - 20:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M604(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""RUIZ KUAN, KAT LIM "", ""Correo"": ""kruiz@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 18:00 - 20:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 150, ""Matriculados"": 128, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}]"
CS231,DESARROLLO BASADO EN PLATAFORMAS,1.04,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.04"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 07:00 - 09:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M603(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.04"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 08:00 - 10:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""08:00"", ""Hora_fin"": ""10:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 18:00 - 20:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 150, ""Matriculados"": 128, ""Docente"": ""Villavicencio Antunez, Jorge "", ""Correo"": ""jvillavicencio@utec.edu.pe""}]"
CS361,TOPICOS EN COMPUTACION GRAFICA,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 08:00 - 12:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""08:00"", ""Hora_fin"": ""12:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M301(30)"", ""Vacantes"": 30, ""Matriculados"": 24, ""Docente"": ""Nunura Nunura, Cesar Rolando"", ""Correo"": ""cnunura@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 16:00 - 18:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M601(30)"", ""Vacantes"": 30, ""Matriculados"": 24, ""Docente"": ""Nunura Nunura, Cesar Rolando"", ""Correo"": ""cnunura@utec.edu.pe""}]"
CS361,TOPICOS EN COMPUTACION GRAFICA,2.01,"[{""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 15:00 - 19:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""15:00"", ""Hora_fin"": ""19:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M804(45)"", ""Vacantes"": 45, ""Matriculados"": 29, ""Docente"": ""Olivera Oliva, Davy Alonso"", ""Correo"": ""volivera@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""TEORÍA 2"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 18:00 - 20:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M804(45)"", ""Vacantes"": 45, ""Matriculados"": 29, ""Docente"": ""Olivera Oliva, Davy Alonso"", ""Correo"": ""volivera@utec.edu.pe""}]"
CS361,TOPICOS EN COMPUTACION GRAFICA,3.01,"[{""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 17:00 - 21:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""17:00"", ""Hora_fin"": ""21:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 24, ""Matriculados"": 24, ""Docente"": ""Morales Ortiz, Jorge Arturo"", ""Correo"": ""jmorales@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""TEORÍA 3"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 14:00 - 16:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA L412"", ""Vacantes"": 24, ""Matriculados"": 24, ""Docente"": ""Morales Ortiz, Jorge Arturo"", ""Correo"": ""jmorales@utec.edu.pe""}]"
